name,name_clean,store,price,price_per_100,query,brand
Morrisons Penne Pasta,Penne Pasta,morrisons,1.29,,penne pasta,Morrisons
Morrisons Penne Mozzarella,Penne Mozzarella,morrisons,3.75,,penne pasta,Morrisons
Napolina Penne Pasta,Napolina Penne Pasta,morrisons,1.0,,penne pasta,Napolina
Morrisons Italian Tagliatelle,Italian Tagliatelle,morrisons,2.25,,tagliatelle,Morrisons
Morrisons Mushroom & Ham Tagliatelle,Mushroom & Ham Tagliatelle,morrisons,3.75,,tagliatelle,Morrisons
Morrisons Fusilli,Fusilli,morrisons,0.75,,fusilli pasta,Morrisons
Napolina Fusilli Pasta,Napolina Fusilli Pasta,morrisons,1.0,,fusilli pasta,Napolina
Morrisons The Best Sundried Tomato & Garlic Pasta Sauce 350g,Sundried Tomato & Garlic Pasta Sauce 350g,morrisons,2.0,,pasta sauce tomato,Morrisons
Morrisons Tomato & Garlic Pasta Sauce,Tomato & Garlic Pasta Sauce,morrisons,0.79,,pasta sauce tomato,Morrisons
Morrisons The Best Pesto Genovese   190g,Pesto Genovese   190g,morrisons,2.2,,pesto green,Morrisons
Morrisons Green Pesto,Green Pesto,morrisons,0.89,,pesto green,Morrisons
Morrisons Red Pesto,Red Pesto,morrisons,0.89,,pesto green,Morrisons
Morrisons Plant Revolution Vegan Green Pesto 190g,Plant Revolution Vegan Green Pesto 190g,morrisons,0.89,,pesto green,Morrisons
Morrisons Linguine,Linguine,morrisons,0.75,,linguine,Morrisons
Napolina Linguine Pasta,Napolina Linguine Pasta,morrisons,1.0,,linguine,Napolina
Morrisons The Best Chilli King Prawn Linguine 400g,Chilli King Prawn Linguine 400g,morrisons,4.75,,linguine,Morrisons
Morrisons Lasagne Sheets,Lasagne Sheets,morrisons,0.75,,lasagne sheets,Morrisons
Napolina Plain Lasagne,Napolina Plain Lasagne,morrisons,1.6,,lasagne sheets,Napolina
Barilla Pasta Lasagne Sheets   500g,Barilla Pasta Lasagne Sheets   500g,morrisons,1.75,,lasagne sheets,Barilla
Badshah Basmati Rice 10kg,Badshah Basmati Rice 10kg,morrisons,12.0,,basmati rice,Badshah
Morrisons Tikka Masala Curry Paste,Tikka Masala Curry Paste,morrisons,1.9,,curry paste tikka,Morrisons
The Spice Tailor Tikka Masala Indian Curry Sauce Kit,The Spice Tailor Tikka Masala Indian Curry Sauce Kit,morrisons,3.25,,curry paste tikka,The
Sharwood's Indian Tikka Masala Reduced Fat Curry Paste 280g,Sharwood's Indian Tikka Masala Reduced Fat Curry Paste 280g,morrisons,2.95,,curry paste tikka,Sharwood's
Morrisons Low Fat Tikka Masala Sauce,Low Fat Tikka Masala Sauce,morrisons,1.0,,curry paste tikka,Morrisons
Patak's Korma Indian Mild Spice Paste Pots  2 x 70g,Patak's Korma Indian Mild Spice Paste Pots  2 x 70g,morrisons,1.85,,curry paste korma,Patak's
Morrisons Korma Curry Paste,Korma Curry Paste,morrisons,1.9,,curry paste korma,Morrisons
Loyd Grossman Korma Curry Cooking Sauce 350g,Loyd Grossman Korma Curry Cooking Sauce 350g,morrisons,2.25,,curry paste korma,Loyd
Morrisons Massaman Paste,Massaman Paste,morrisons,2.25,,curry paste korma,Morrisons
Blue Dragon Hoisin & Garlic Stir Fry Cooking Sauce Mild 120g,Blue Dragon Hoisin & Garlic Stir Fry Cooking Sauce Mild 120g,morrisons,0.75,,stir fry sauce,Blue
Blue Dragon Sweet Chilli & Garlic Stir Fry Cooking Sauce Medium 120g,Blue Dragon Sweet Chilli & Garlic Stir Fry Cooking Sauce Medium 120g,morrisons,0.75,,stir fry sauce,Blue
Morrisons Chow Mein Stir Fry Sauce,Chow Mein Stir Fry Sauce,morrisons,0.55,,stir fry sauce,Morrisons
Morrisons Teriyaki Stir Fry Sauce,Teriyaki Stir Fry Sauce,morrisons,0.55,,stir fry sauce,Morrisons
Morrisons Easy Cook Long Grain Rice,Easy Cook Long Grain Rice,morrisons,1.25,,long grain rice,Morrisons
Ben's Original Long Grain Rice,Ben's Original Long Grain Rice,morrisons,5.25,,long grain rice,Ben's
Mai Thai Jasmine Rice 10KG,Mai Thai Jasmine Rice 10KG,morrisons,12.0,,jasmine rice,Mai
Mai Thai Aaa Jasmine Fragrant Rice,Mai Thai Aaa Jasmine Fragrant Rice,morrisons,8.0,,jasmine rice,Mai
Tilda Fragrant Jasmine Rice,Tilda Fragrant Jasmine Rice,morrisons,3.0,,jasmine rice,Tilda
Morrisons Thai Fragrant Rice,Thai Fragrant Rice,morrisons,1.75,,jasmine rice,Morrisons
Heinz Tomato Ketchup 910g,Heinz Tomato Ketchup 910g,morrisons,4.0,,tomato ketchup,Heinz
Heinz Tomato Ketchup 50% Less Sugar & Salt,Heinz Tomato Ketchup 50% Less Sugar & Salt,morrisons,4.0,,tomato ketchup,Heinz
Heinz Tomato Ketchup  460g,Heinz Tomato Ketchup  460g,morrisons,2.5,,tomato ketchup,Heinz
Gallo Traditional Risotto   500g,Gallo Traditional Risotto   500g,morrisons,2.0,,risotto rice,Gallo
Morrisons Basmati Rice,Basmati Rice,morrisons,3.58,,risotto rice,Morrisons
Riso Gallo Easy Cook Risotto Rice 500g,Riso Gallo Easy Cook Risotto Rice 500g,morrisons,2.65,,risotto rice,Riso
Morrisons Paella Rice,Paella Rice,morrisons,2.45,,risotto rice,Morrisons
Hellmann's Real Mayonnaise 600g,Hellmann's Real Mayonnaise 600g,morrisons,3.25,,mayonnaise,Hellmann's
Morrisons Mayonnaise,Mayonnaise,morrisons,0.95,,mayonnaise,Morrisons
Hellmann's Real Squeezy Mayonnaise 750ml,Hellmann's Real Squeezy Mayonnaise 750ml,morrisons,3.25,,mayonnaise,Hellmann's
HP Brown Sauce,HP Brown Sauce,morrisons,2.5,,brown sauce,HP
Daddies Favourite Brown Sauce,Daddies Favourite Brown Sauce,morrisons,2.0,,brown sauce,Daddies
Morrisons Brown Sauce,Brown Sauce,morrisons,0.98,,brown sauce,Morrisons
HP Brown Sauce Handy Pack,HP Brown Sauce Handy Pack,morrisons,2.3,,brown sauce,HP
Morrisons Egg Noodles,Egg Noodles,morrisons,1.3,,egg noodles,Morrisons
Morrisons Medium Egg Noodles,Medium Egg Noodles,morrisons,0.95,,egg noodles,Morrisons
Blue Dragon Medium Egg Noodles 4 Pack,Blue Dragon Medium Egg Noodles 4 Pack,morrisons,1.25,,egg noodles,Blue
Sharwood's Medium Egg Noodles,Sharwood's Medium Egg Noodles,morrisons,1.45,,egg noodles,Sharwood's
Itsu Rice Noodles 180g,Itsu Rice Noodles 180g,morrisons,1.25,,rice noodles,Itsu
Morrisons Rice Noodles,Rice Noodles,morrisons,1.3,,rice noodles,Morrisons
Mama Instant Vermicelli Noodles,Mama Instant Vermicelli Noodles,morrisons,1.95,,rice noodles,Mama
Kikkoman Naturally Brewed Soy,Kikkoman Naturally Brewed Soy,morrisons,2.25,,soy sauce,Kikkoman
Blue Dragon Light Soy Sauce 150 ml,Blue Dragon Light Soy Sauce 150 ml,morrisons,1.85,,soy sauce,Blue
Blue Dragon Dark Soy Sauce 150 ml,Blue Dragon Dark Soy Sauce 150 ml,morrisons,1.85,,soy sauce,Blue
Morrisons Baked Beans 4x410g,Baked Beans 4x410g,morrisons,1.5,,baked beans,Morrisons
Heinz Baked Beans 4x415g,Heinz Baked Beans 4x415g,morrisons,3.5,,baked beans,Heinz
Branston Baked Beans,Branston Baked Beans,morrisons,4.0,,baked beans,Branston
Bonne Maman Strawberry Conserve   370g,Bonne Maman Strawberry Conserve   370g,morrisons,3.0,,jam strawberry,Bonne
Mackays Scottish Strawberry Preserve,Mackays Scottish Strawberry Preserve,morrisons,2.3,,jam strawberry,Mackays
Morrisons The Best Strawberry Conserve  340g,Strawberry Conserve  340g,morrisons,2.55,,jam strawberry,Morrisons
Morrisons Strawberry Jam,Strawberry Jam,morrisons,1.15,,jam strawberry,Morrisons
Lea & Perrins Worcestershire Sauce,Lea & Perrins Worcestershire Sauce,morrisons,2.0,,worcestershire sauce,Lea
Walkers Worcester Sauce Crisps With Lea And Perrins 6x25g,Walkers Worcester Sauce Crisps With Lea And Perrins 6x25g,morrisons,1.75,,worcestershire sauce,Walkers
Morrisons Worcester Sauce,Worcester Sauce,morrisons,1.3,,worcestershire sauce,Morrisons
Morrisons Habanero Hot Chilli Sauce,Habanero Hot Chilli Sauce,morrisons,1.7,,hot sauce,Morrisons
Chicago Town Takeaway Large Stuffed Pepperoni Pizza (Tomato stuffed crust),Chicago Town Takeaway Large Stuffed Pepperoni Pizza (Tomato stuffed crust),morrisons,3.25,,frozen pizza,Chicago
Chicago Town Takeaway Stuffed Crust BBQ Chicken Large Pizza   668g,Chicago Town Takeaway Stuffed Crust BBQ Chicken Large Pizza   668g,morrisons,3.25,,frozen pizza,Chicago
Chicago Town Cheese Pizza Tomato Stuffed Crust Takeaway,Chicago Town Cheese Pizza Tomato Stuffed Crust Takeaway,morrisons,3.25,,frozen pizza,Chicago
Morrisons English Mustard,English Mustard,morrisons,0.93,,mustard,Morrisons
French's American Classic Mustard 397g,French's American Classic Mustard 397g,morrisons,3.55,,mustard,French's
Colman's Original English Mustard 100g,Colman's Original English Mustard 100g,morrisons,2.0,,mustard,Colman's
Morrisons Peanut Butter Crunchy,Peanut Butter Crunchy,morrisons,3.99,,peanut butter,Morrisons
Nutella & Go! Hazelnut Chocolate Spread and Breadsticks Snack Pot,Nutella & Go! Hazelnut Chocolate Spread and Breadsticks Snack Pot,morrisons,1.35,,nutella,Nutella
Nutella Hazelnut Chocolate Spread Jar 630g,Nutella Hazelnut Chocolate Spread Jar 630g,morrisons,5.25,,nutella,Nutella
Nutella Hazelnut Spread with Cocoa 1000g,Nutella Hazelnut Spread with Cocoa 1000g,morrisons,7.0,,nutella,Nutella
Nutella Chocolate & Hazelnut Spread   350g,Nutella Chocolate & Hazelnut Spread   350g,morrisons,3.2,,nutella,Nutella
Indus Chickpeas   400g,Indus Chickpeas   400g,morrisons,0.45,,chickpeas tinned,Indus
KTC Chickpeas In Salted Water (400g),KTC Chickpeas In Salted Water (400g),morrisons,0.5,,chickpeas tinned,KTC
Laila Chickpeas,Laila Chickpeas,morrisons,2.5,,chickpeas tinned,Laila
Morrisons Red Kidney Beans (400g),Red Kidney Beans (400g),morrisons,0.39,,kidney beans tinned,Morrisons
Morrisons Red Kidney Beans in Chilli Sauce (405g),Red Kidney Beans in Chilli Sauce (405g),morrisons,1.0,,kidney beans tinned,Morrisons
Heinz Tinned Baked Beans 415g,Heinz Tinned Baked Beans 415g,morrisons,1.4,,kidney beans tinned,Heinz
KTC Red Kidney Beans In Salted Water (400g),KTC Red Kidney Beans In Salted Water (400g),morrisons,0.5,,kidney beans tinned,KTC
Morrisons Garlic Flatbread 234G,Garlic Flatbread 234G,morrisons,1.75,,frozen garlic bread,Morrisons
Morrisons 10 Garlic Bread Slices,10 Garlic Bread Slices,morrisons,1.3,,frozen garlic bread,Morrisons
Morrisons 2 Garlic Baguettes,2 Garlic Baguettes,morrisons,1.0,,frozen garlic bread,Morrisons
Morrisons Italian Cheese & Garlic Bread,Italian Cheese & Garlic Bread,morrisons,2.35,,frozen garlic bread,Morrisons
Il Casolare Unfiltered Extra Virgin Olive Oil,Il Casolare Unfiltered Extra Virgin Olive Oil,morrisons,8.5,,olive oil extra virgin,Il
Filippo Berio Special Selection Extra Virgin Olive Oil,Filippo Berio Special Selection Extra Virgin Olive Oil,morrisons,5.0,,olive oil extra virgin,Filippo
Napolina Extra Virgin Olive Oil,Napolina Extra Virgin Olive Oil,morrisons,4.5,,olive oil extra virgin,Napolina
Terra Delyssa Extra Virgin Olive Oil 750ml,Terra Delyssa Extra Virgin Olive Oil 750ml,morrisons,9.75,,olive oil extra virgin,Terra
Bonne Maman Bitter Orange Marmalade,Bonne Maman Bitter Orange Marmalade,morrisons,2.3,,marmalade,Bonne
Frank Cooper's Fine Cut Oxford Marmalade,Frank Cooper's Fine Cut Oxford Marmalade,morrisons,2.5,,marmalade,Frank
La Vieja Fabrica Seville Orange Fine Cut Marmalade,La Vieja Fabrica Seville Orange Fine Cut Marmalade,morrisons,2.15,,marmalade,La
Morrisons The Best Seville Orange Marmalade,Seville Orange Marmalade,morrisons,1.8,,marmalade,Morrisons
Carte D'or Madagascan Vanilla Ice Cream Tub 900ml,Carte D'or Madagascan Vanilla Ice Cream Tub 900ml,morrisons,2.5,,vanilla ice cream,Carte
Kelly's Vanilla Bean with Cornish Clotted Cream 425ml,Kelly's Vanilla Bean with Cornish Clotted Cream 425ml,morrisons,3.0,,vanilla ice cream,Kelly's
Kelly's Vanilla Cornish Dairy Ice Cream,Kelly's Vanilla Cornish Dairy Ice Cream,morrisons,4.5,,vanilla ice cream,Kelly's
Morrisons Vanilla Ice Cream,Vanilla Ice Cream,morrisons,2.75,,vanilla ice cream,Morrisons
Morrisons Green Lentils In Water,Green Lentils In Water,morrisons,0.5,,lentils tinned,Morrisons
Napolina Lentils In Water 400g,Napolina Lentils In Water 400g,morrisons,1.0,,lentils tinned,Napolina
Ainsley Harriott Tasty Grains Mediterranean Couscous Bulgur & Lentils 100g,Ainsley Harriott Tasty Grains Mediterranean Couscous Bulgur & Lentils 100g,morrisons,1.0,,lentils tinned,Ainsley
Crisp 'n' Dry Rapeseed Oil,Crisp 'n' Dry Rapeseed Oil,morrisons,2.25,,vegetable oil,Crisp
Morrisons Vegetable Oil    1l,Vegetable Oil    1l,morrisons,1.95,,vegetable oil,Morrisons
Morrisons Vegetable Oil,Vegetable Oil,morrisons,5.0,,vegetable oil,Morrisons
Morrisons Sunflower Oil   1L,Sunflower Oil   1L,morrisons,1.95,,vegetable oil,Morrisons
Flora Pure Sunflower Oil with Vitamin E,Flora Pure Sunflower Oil with Vitamin E,morrisons,4.5,,vegetable oil,Flora
Morrisons Savers Porridge Oats,Porridge Oats,morrisons,0.85,,porridge oats,Morrisons
Morrisons Porridge Oats,Porridge Oats,morrisons,1.35,,porridge oats,Morrisons
Flahavan's Organic Porridge Oats   1kg,Flahavan's Organic Porridge Oats   1kg,morrisons,3.0,,porridge oats,Flahavan's
Mornflake Mighty Oats Creamy Superfast Oats 2kg,Mornflake Mighty Oats Creamy Superfast Oats 2kg,morrisons,3.09,,porridge oats,Mornflake
Scott's Porage Original Porridge Oats,Scott's Porage Original Porridge Oats,morrisons,2.95,,porridge oats,Scott's
Carte D'Or Indulgent Chocolate Ice Cream Tub 900ml,Carte D'Or Indulgent Chocolate Ice Cream Tub 900ml,morrisons,2.5,,chocolate ice cream,Carte
Ben & Jerry's Chocolate Fudge Brownie Ice Cream Tub 465ml,Ben & Jerry's Chocolate Fudge Brownie Ice Cream Tub 465ml,morrisons,3.0,,chocolate ice cream,Ben
Magnum Classic Ice Cream Sticks 6 x 100ml,Magnum Classic Ice Cream Sticks 6 x 100ml,morrisons,4.75,,chocolate ice cream,Magnum
Haagen-Dazs Belgian Chocolate Ice Cream,Haagen-Dazs Belgian Chocolate Ice Cream,morrisons,3.95,,chocolate ice cream,Haagen-Dazs
Morrisons Double Chocolate Ice Cream,Double Chocolate Ice Cream,morrisons,2.75,,chocolate ice cream,Morrisons
Morrisons Butter Beans In Water (400g),Butter Beans In Water (400g),morrisons,0.45,,butter beans tinned,Morrisons
Heinz No Added Sugar Baked Beans 200g,Heinz No Added Sugar Baked Beans 200g,morrisons,1.0,,butter beans tinned,Heinz
Morrisons Mixed Beans (300g),Mixed Beans (300g),morrisons,0.7,,butter beans tinned,Morrisons
Branston Baked Beans,Branston Baked Beans,morrisons,0.75,,butter beans tinned,Branston
Morrisons Traditional Sliced Runner Beans,Traditional Sliced Runner Beans,morrisons,1.85,,butter beans tinned,Morrisons
Morrisons Cornflakes 500g,Cornflakes 500g,morrisons,0.95,,cornflakes,Morrisons
Flora Pure Sunflower Oil with Vitamin E,Flora Pure Sunflower Oil with Vitamin E,morrisons,4.5,,sunflower oil,Flora
Morrisons Sunflower Oil   1L,Sunflower Oil   1L,morrisons,1.95,,sunflower oil,Morrisons
Morrisons Sunflower Oil,Sunflower Oil,morrisons,5.97,,sunflower oil,Morrisons
Morrisons Vegetable Oil    1l,Vegetable Oil    1l,morrisons,1.95,,sunflower oil,Morrisons
Crisp 'n' Dry Rapeseed Oil,Crisp 'n' Dry Rapeseed Oil,morrisons,2.25,,sunflower oil,Crisp
Fab Strawberry Ice Lollies,Fab Strawberry Ice Lollies,morrisons,2.0,,ice lollies,Fab
Nestle Rowntrees Fruit Pastilles Lollies Family Pack,Nestle Rowntrees Fruit Pastilles Lollies Family Pack,morrisons,3.5,,ice lollies,Nestle
Rowntree's Fruit Pastilles Lollies 4 Pack,Rowntree's Fruit Pastilles Lollies 4 Pack,morrisons,2.5,,ice lollies,Rowntree's
Morrisons Rocket Ice Lollies,Rocket Ice Lollies,morrisons,1.7,,ice lollies,Morrisons
Morrisons Savers Ice Lollies,Ice Lollies,morrisons,1.15,,ice lollies,Morrisons
Birds Eye 20 Omega 3 Fish Fingers 560g,Birds Eye 20 Omega 3 Fish Fingers 560g,morrisons,3.0,,frozen fish fingers,Birds
Birds Eye 8 Breaded Haddock Fish Fingers    240g,Birds Eye 8 Breaded Haddock Fish Fingers    240g,morrisons,3.5,,frozen fish fingers,Birds
Morrisons 10 Omega 3 Fish Fingers,10 Omega 3 Fish Fingers,morrisons,0.93,,frozen fish fingers,Morrisons
Young's 15 Omega 3 Fish Fingers 450g,Young's 15 Omega 3 Fish Fingers 450g,morrisons,3.5,,frozen fish fingers,Young's
Birds Eye 26 Breaded Cod Fish Fingers    780g,Birds Eye 26 Breaded Cod Fish Fingers    780g,morrisons,8.5,,frozen fish fingers,Birds
Jordans Super Berry Granola Breakfast Cereal,Jordans Super Berry Granola Breakfast Cereal,morrisons,2.95,,granola,Jordans
Morrisons Simply Granola,Simply Granola,morrisons,2.65,,granola,Morrisons
Morrisons Superberry Granola,Superberry Granola,morrisons,3.6,,granola,Morrisons
Morrisons The Best Nuts & Seed Granola 500g,Nuts & Seed Granola 500g,morrisons,3.0,,granola,Morrisons
Jordans Simply Granola with a Hint of Honey Breakfast Cereal,Jordans Simply Granola with a Hint of Honey Breakfast Cereal,morrisons,3.75,,granola,Jordans
Morrisons Plain Flour   1.5kg,Plain Flour   1.5kg,morrisons,0.7,,plain flour,Morrisons
Morrisons Self Raising Flour,Self Raising Flour,morrisons,0.7,,plain flour,Morrisons
McDougalls Plain Flour Pre-sifted   1.1kg,McDougalls Plain Flour Pre-sifted   1.1kg,morrisons,2.05,,plain flour,McDougalls
Morrisons Plain Flour   500g,Plain Flour   500g,morrisons,0.53,,plain flour,Morrisons
Be-Ro Plain Flour   1.1kg,Be-Ro Plain Flour   1.1kg,morrisons,2.05,,plain flour,Be-Ro
John West Tuna Chunks in Spring Water 4x125g (102g drained),John West Tuna Chunks in Spring Water 4x125g (102g drained),morrisons,3.75,,tinned tuna,John
John West Tuna Chunks in Sunflower Oil 4x125g (102g drained),John West Tuna Chunks in Sunflower Oil 4x125g (102g drained),morrisons,3.75,,tinned tuna,John
Morrisons Tuna Chunks In Spring Water 4x145g,Tuna Chunks In Spring Water 4x145g,morrisons,2.49,,tinned tuna,Morrisons
John West Tuna Chunks in Brine 4x125g (102g drained),John West Tuna Chunks in Brine 4x125g (102g drained),morrisons,3.75,,tinned tuna,John
John West No Drain Tuna Chunks with a Little Spring Water MSC 3x100g,John West No Drain Tuna Chunks with a Little Spring Water MSC 3x100g,morrisons,4.0,,tinned tuna,John
Morrisons Self Raising Flour,Self Raising Flour,morrisons,0.7,,self raising flour,Morrisons
McDougalls Self Raising Flour   1.1kg,McDougalls Self Raising Flour   1.1kg,morrisons,2.05,,self raising flour,McDougalls
Be-Ro Self Raising Flour   1.1kg,Be-Ro Self Raising Flour   1.1kg,morrisons,2.05,,self raising flour,Be-Ro
McDougalls Supreme Sponge Premium Self Raising Flour,McDougalls Supreme Sponge Premium Self Raising Flour,morrisons,2.5,,self raising flour,McDougalls
Allinson's Self-Raising Wholemeal Flour,Allinson's Self-Raising Wholemeal Flour,morrisons,1.79,,self raising flour,Allinson's
Weetabix Chocolate Cereal,Weetabix Chocolate Cereal,morrisons,3.0,,weetabix,Weetabix
Weetabix Cereal 48 Pack,Weetabix Cereal 48 Pack,morrisons,5.5,,weetabix,Weetabix
Weetabix Cereal,Weetabix Cereal,morrisons,8.0,,weetabix,Weetabix
Weetabix Banana Cereal,Weetabix Banana Cereal,morrisons,3.0,,weetabix,Weetabix
Allinson's Strong White Bread Flour,Allinson's Strong White Bread Flour,morrisons,1.75,,bread flour,Allinson's
Morrisons Strong White Flour,Strong White Flour,morrisons,1.3,,bread flour,Morrisons
Allinson's Very Strong Wholemeal Bread Flour,Allinson's Very Strong Wholemeal Bread Flour,morrisons,1.9,,bread flour,Allinson's
Allinson's Very Strong White Bread Flour,Allinson's Very Strong White Bread Flour,morrisons,1.9,,bread flour,Allinson's
Wright's Mixed Grain Bread Mix,Wright's Mixed Grain Bread Mix,morrisons,1.4,,bread flour,Wright's
Morrisons The Best Hand Cooked Sea Salted Crisps 125g,Hand Cooked Sea Salted Crisps 125g,morrisons,1.0,,ready salted crisps,Morrisons
Walkers Ready Salted Multipack Crisps,Walkers Ready Salted Multipack Crisps,morrisons,3.24,,ready salted crisps,Walkers
Morrisons Ready Salted Flavour Crisps Multipack,Ready Salted Flavour Crisps Multipack,morrisons,1.1,,ready salted crisps,Morrisons
Walkers Ready Salted Multipack Crisps 6 Pack,Walkers Ready Salted Multipack Crisps 6 Pack,morrisons,2.2,,ready salted crisps,Walkers
Seabrook Sea Salt Crisps 6 Pack,Seabrook Sea Salt Crisps 6 Pack,morrisons,1.5,,ready salted crisps,Seabrook
McCoy's Cheddar & Onion Multipack Crisps 6 Pack,McCoy's Cheddar & Onion Multipack Crisps 6 Pack,morrisons,1.75,,cheese onion crisps,McCoy's
Jacob's Baked Cheddars Cheese Crackers,Jacob's Baked Cheddars Cheese Crackers,morrisons,1.0,,cheese onion crisps,Jacob's
Morrisons Cheese and Onion Flavour Crisps Multipack,Cheese and Onion Flavour Crisps Multipack,morrisons,1.1,,cheese onion crisps,Morrisons
Walkers Cheese & Onion Multipack Crisps,Walkers Cheese & Onion Multipack Crisps,morrisons,3.24,,cheese onion crisps,Walkers
Walkers Cheese & Onion Multipack Crisps 6 Pack x 25g,Walkers Cheese & Onion Multipack Crisps 6 Pack x 25g,morrisons,2.2,,cheese onion crisps,Walkers
