name,name_clean,store,price,price_per_100,query,brand
Walkers Ready Salted Multipack Crisps 12x25g,Walkers Ready Salted Multipack Crisps 12x25g,sainsburys,3.19,1.0630000000000002,ready salted crisps,Walkers
Walkers French Fries Ready Salted Multipack Crisps Snacks 6x...,Walkers French Fries Ready Salted Multipack Crisps Snacks 6x...,sainsburys,1.5,1.389,ready salted crisps,Walkers
Walkers Cheese & Onion Multipack Crisps 6x25g,Walkers Cheese & Onion Multipack Crisps 6x25g,sainsburys,2.2,1.467,cheese onion crisps,Walkers
Sainsbury's Cheese & Onion Multipack Crisps 6x25g,Cheese & Onion Multipack Crisps 6x25g,sainsburys,1.1,0.733,cheese onion crisps,Sainsbury's
Walkers Baked Cheese & Onion Multipack Crisps Snacks 6x22g,Walkers Baked Cheese & Onion Multipack Crisps Snacks 6x22g,sainsburys,1.75,1.326,cheese onion crisps,Walkers
Walkers Cheese & Onion Multipack Crisps 12x25g,Walkers Cheese & Onion Multipack Crisps 12x25g,sainsburys,3.19,1.0630000000000002,cheese onion crisps,Walkers
Jacobs Crinklys Cheese & Onion 30% Less Fat Multipack Snack...,Jacobs Crinklys Cheese & Onion 30% Less Fat Multipack Snack...,sainsburys,1.8,1.3039999999999998,cheese onion crisps,Jacobs
Walkers Salt & Vinegar Multipack Crisps 6 x 25g,Walkers Salt & Vinegar Multipack Crisps 6 x 25g,sainsburys,2.2,1.467,salt vinegar crisps,Walkers
"Sainsbury's Sea Salt & Cider Vinegar Crisps, Taste the Diffe...","Sea Salt & Cider Vinegar Crisps, Taste the Diffe...",sainsburys,1.5,1.0,salt vinegar crisps,Sainsbury's
Walkers Squares Salt & Vinegar Multipack CrispsSnacks 6x22g,Walkers Squares Salt & Vinegar Multipack CrispsSnacks 6x22g,sainsburys,1.5,1.137,salt vinegar crisps,Walkers
Hula Hoops Salt & Vinegar Multipack Crisps x6,Hula Hoops Salt & Vinegar Multipack Crisps x6,sainsburys,2.35,1.632,salt vinegar crisps,Hula
Tyrrells Cider Vinegar & Salt Sharing Crisps 150g,Tyrrells Cider Vinegar & Salt Sharing Crisps 150g,sainsburys,2.75,1.8329999999999995,salt vinegar crisps,Tyrrells
Sanex Zero% Sensitive Skin Shower Gel Body Wash 450ml,Sanex Zero% Sensitive Skin Shower Gel Body Wash 450ml,sainsburys,2.5,0.5549999999999999,shower gel,Sanex
Sanex Expert Skin Health Moisturising Shower Gel Body Wash 4...,Sanex Expert Skin Health Moisturising Shower Gel Body Wash 4...,sainsburys,2.5,0.5549999999999999,shower gel,Sanex
Radox Feel Awake Sea Minerals 2in1 Shower Gel Body Wash Sham...,Radox Feel Awake Sea Minerals 2in1 Shower Gel Body Wash Sham...,sainsburys,1.0,0.444,shower gel,Radox
Radox Feel Radiant Shower Gel Strawberry & Raspberry Body Wa...,Radox Feel Radiant Shower Gel Strawberry & Raspberry Body Wa...,sainsburys,1.0,0.444,shower gel,Radox
Corsodyl Gum+ Breath & Sensitivity Whitening Toothpaste 75ml,Corsodyl Gum+ Breath & Sensitivity Whitening Toothpaste 75ml,sainsburys,3.5,4.6659999999999995,toothpaste,Corsodyl
Colgate Triple Action Toothpaste 75ml,Colgate Triple Action Toothpaste 75ml,sainsburys,1.25,1.6670000000000005,toothpaste,Colgate
Aquafresh Fresh & Minty Toothpaste 75ml,Aquafresh Fresh & Minty Toothpaste 75ml,sainsburys,0.95,1.267,toothpaste,Aquafresh
Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps 18...,Doritos Chilli Heatwave Tortilla Chips Sharing Bag Crisps 18...,sainsburys,2.5,1.389,tortilla chips,Doritos
Doritos Cool Original Tortilla Chips Sharing Bag Crisps 180g,Doritos Cool Original Tortilla Chips Sharing Bag Crisps 180g,sainsburys,2.5,1.389,tortilla chips,Doritos
Blanco Nino Smoky Chipotle Tortilla Chips 170g,Blanco Nino Smoky Chipotle Tortilla Chips 170g,sainsburys,3.0,1.765,tortilla chips,Blanco
Sainsbury's Tortilla Chips Salted 200g,Tortilla Chips Salted 200g,sainsburys,0.89,0.445,tortilla chips,Sainsbury's
Stamford Street Co. Tortilla Chips 200g,Tortilla Chips 200g,sainsburys,0.57,0.285,tortilla chips,Stamford
OGX Biotin & Collagen Hair Thickening Shampoo 385ml,OGX Biotin & Collagen Hair Thickening Shampoo 385ml,sainsburys,8.5,2.2079999999999997,shampoo,OGX
L'Oréal Paris Elvive Glycolic Gloss Sulphate Free Shampoo fo...,L'Oréal Paris Elvive Glycolic Gloss Sulphate Free Shampoo fo...,sainsburys,6.5,3.25,shampoo,L'Oréal
L'Oreal Paris Elvive Growth Booster Shampoo Anti Hair Loss f...,L'Oreal Paris Elvive Growth Booster Shampoo Anti Hair Loss f...,sainsburys,6.5,3.25,shampoo,L'Oreal
Head & Shoulders Classic Clean Anti-Dandruff Shampoo 400ml,Head & Shoulders Classic Clean Anti-Dandruff Shampoo 400ml,sainsburys,3.5,0.875,shampoo,Head
Alberto Balsam Sunkissed Raspberry Shampoo 300ml,Alberto Balsam Sunkissed Raspberry Shampoo 300ml,sainsburys,0.95,0.317,shampoo,Alberto
Sainsbury's Mixed Nuts 300g,Mixed Nuts 300g,sainsburys,4.5,1.5,mixed nuts,Sainsbury's
Sainsbury's Unsalted Mixed Nuts & Raisins 200g,Unsalted Mixed Nuts & Raisins 200g,sainsburys,1.7,0.85,mixed nuts,Sainsbury's
Sainsbury's Roasted & Salted Mixed Nuts 200g,Roasted & Salted Mixed Nuts 200g,sainsburys,3.0,1.5,mixed nuts,Sainsbury's
Sainsbury's Unsalted Mixed Nuts 200g,Unsalted Mixed Nuts 200g,sainsburys,3.0,1.5,mixed nuts,Sainsbury's
"Sainsbury's Mixed Nuts, SO Organic 300g","Mixed Nuts, SO Organic 300g",sainsburys,5.5,1.8329999999999995,mixed nuts,Sainsbury's
Propercorn Sweet & Salty Popcorn Multipack 6 x 14g,Propercorn Sweet & Salty Popcorn Multipack 6 x 14g,sainsburys,2.1,2.5,popcorn,Propercorn
Sainsbury's Sweet & Salty Butterfly Popcorn 110g,Sweet & Salty Butterfly Popcorn 110g,sainsburys,0.99,0.9,popcorn,Sainsbury's
Sainsbury's Simply Salty Butterfly Popcorn 90g,Simply Salty Butterfly Popcorn 90g,sainsburys,0.99,1.1,popcorn,Sainsbury's
Sainsbury's Simply Sweet Butterfly Popcorn 110g,Simply Sweet Butterfly Popcorn 110g,sainsburys,0.99,0.9,popcorn,Sainsbury's
Sainsbury's Sweet & Salty Butterfly Popcorn 6x14g,Sweet & Salty Butterfly Popcorn 6x14g,sainsburys,1.65,1.964,popcorn,Sainsbury's
Dove 400ml Scalp + Hair Therapy Soothing Hydration Condition...,Dove 400ml Scalp + Hair Therapy Soothing Hydration Condition...,sainsburys,6.0,1.5,conditioner hair,Dove
Herbal Essences Hello Hydration Conditioner Moisturises Dry ...,Herbal Essences Hello Hydration Conditioner Moisturises Dry ...,sainsburys,2.0,0.727,conditioner hair,Herbal
"Aussie Miracle Moist Hair Conditioner, Moisturising Hair Con...","Aussie Miracle Moist Hair Conditioner, Moisturising Hair Con...",sainsburys,3.3,1.65,conditioner hair,Aussie
Palmolive Hygiene Plus Sensitive Antibacterial hand wash soa...,Palmolive Hygiene Plus Sensitive Antibacterial hand wash soa...,sainsburys,2.5,0.25,hand soap,Palmolive
Palmolive Naturals Milk & Honey Handwash Soap Refill 1000ml,Palmolive Naturals Milk & Honey Handwash Soap Refill 1000ml,sainsburys,2.5,0.25,hand soap,Palmolive
Kind Chocolate Chip Cashew Cereal Bars Multipack 3x30g,Kind Chocolate Chip Cashew Cereal Bars Multipack 3x30g,sainsburys,3.0,3.3329999999999997,chocolate bar,Kind
Kind Caramel Chocolate Peanut Bars 3 x 30g,Kind Caramel Chocolate Peanut Bars 3 x 30g,sainsburys,3.0,3.3329999999999997,chocolate bar,Kind
KitKat 2 Finger Milk Chocolate Biscuit Bar Multipack 8 x 20....,KitKat 2 Finger Milk Chocolate Biscuit Bar Multipack 8 x 20....,sainsburys,1.75,1.057,chocolate bar,KitKat
Cadbury Twirl 9 x Milk Chocolate 193.5g,Cadbury Twirl 9 x Milk Chocolate 193.5g,sainsburys,2.5,1.288,chocolate bar,Cadbury
Cadbury Dairy Milk 4 x 33.5g Multipack Chocolate Bar,Cadbury Dairy Milk 4 x 33.5g Multipack Chocolate Bar,sainsburys,2.25,1.6789999999999998,chocolate bar,Cadbury
McVitie's Digestives The Original Biscuits Twin Pack 2x360g,McVitie's Digestives The Original Biscuits Twin Pack 2x360g,sainsburys,3.2,0.444,biscuits digestive,McVitie's
McVitie's Milk Chocolate Digestives Biscuits Twin Pack 2x316...,McVitie's Milk Chocolate Digestives Biscuits Twin Pack 2x316...,sainsburys,4.0,0.633,biscuits digestive,McVitie's
McVitie's Digestives The Original Biscuits 360g,McVitie's Digestives The Original Biscuits 360g,sainsburys,1.9,0.528,biscuits digestive,McVitie's
"Sure Women Anti-Perspirant Deodorant Roll On, Bright Bouquet...","Sure Women Anti-Perspirant Deodorant Roll On, Bright Bouquet...",sainsburys,1.4,2.8,deodorant,Sure
Sure Men Invisible Ice 48h Antiperspirant Deodorant 200ml,Sure Men Invisible Ice 48h Antiperspirant Deodorant 200ml,sainsburys,2.25,1.125,deodorant,Sure
Gillette Fusion 5 Men's Razor Blades x11,Gillette Fusion 5 Men's Razor Blades x11,sainsburys,22.0,,razor blades,Gillette
Gillette Mach 3 Men's Razor Blades x12,Gillette Mach 3 Men's Razor Blades x12,sainsburys,17.0,,razor blades,Gillette
Gillette Fusion Razor Blades x4,Gillette Fusion Razor Blades x4,sainsburys,13.0,,razor blades,Gillette
Gillette Mach3 Men's Razor,Gillette Mach3 Men's Razor,sainsburys,5.0,,razor blades,Gillette
Harry's Men's Razor Blades 4 Pack,Harry's Men's Razor Blades 4 Pack,sainsburys,9.0,,razor blades,Harry's
Border Dark Chocolate & Ginger Biscuits 150g,Border Dark Chocolate & Ginger Biscuits 150g,sainsburys,2.25,1.5,biscuits chocolate,Border
Border Milk Chocolate Vienese 150g,Border Milk Chocolate Vienese 150g,sainsburys,2.25,1.5,biscuits chocolate,Border
Border Dark Chocolate Ginger Chocolate Bars x 6 144g,Border Dark Chocolate Ginger Chocolate Bars x 6 144g,sainsburys,2.0,1.389,biscuits chocolate,Border
KitKat 2 Finger Milk Chocolate Biscuit Bar Multipack 8 x 20....,KitKat 2 Finger Milk Chocolate Biscuit Bar Multipack 8 x 20....,sainsburys,1.75,1.057,biscuits chocolate,KitKat
Fairy Lemon Washing Up Liquid with Lift Action 1015ml,Fairy Lemon Washing Up Liquid with Lift Action 1015ml,sainsburys,2.7,0.266,washing up liquid,Fairy
Fairy Max Power Antibacterial Washing Up Liquid Tea Tree 660...,Fairy Max Power Antibacterial Washing Up Liquid Tea Tree 660...,sainsburys,3.0,0.454,washing up liquid,Fairy
Fairy Max Power Washing Up Liquid Original 660ml,Fairy Max Power Washing Up Liquid Original 660ml,sainsburys,3.0,0.454,washing up liquid,Fairy
Fairy Original Green Washing Up Liquid with Lift Action 320m...,Fairy Original Green Washing Up Liquid with Lift Action 320m...,sainsburys,1.0,0.313,washing up liquid,Fairy
Sainsbury's Lemon Washing Up Liquid 500ml,Lemon Washing Up Liquid 500ml,sainsburys,0.7,0.1399999999999999,washing up liquid,Sainsbury's
Sainsbury's Antibacterial Total Cleaning Surface Wipes x40,Antibacterial Total Cleaning Surface Wipes x40,sainsburys,1.003,,surface cleaner antibacterial,Sainsbury's
Dettol Antibacterial Multi Surface Cleaning Spray 750ml,Dettol Antibacterial Multi Surface Cleaning Spray 750ml,sainsburys,2.3,0.307,surface cleaner antibacterial,Dettol
Dettol Antibacterial Multi Surface Cleaning Wipes x30,Dettol Antibacterial Multi Surface Cleaning Wipes x30,sainsburys,1.234,,surface cleaner antibacterial,Dettol
Sainsbury's Green Care Home Laurel & Basil Antibacterial Sur...,Green Care Home Laurel & Basil Antibacterial Sur...,sainsburys,1.75,0.233,surface cleaner antibacterial,Sainsbury's
Neat Lime & Matcha Antibacterial Multi Surface Cleaner Conce...,Neat Lime & Matcha Antibacterial Multi Surface Cleaner Conce...,sainsburys,3.0,10.0,surface cleaner antibacterial,Neat
Fairy Non Bio All-in-1 Pods Laundry Detergent Washing Capsul...,Fairy Non Bio All-in-1 Pods Laundry Detergent Washing Capsul...,sainsburys,12.0,1.165,washing capsules laundry,Fairy
Ariel All-in-1 Pods Laundry Detergent Washing Capsules Origi...,Ariel All-in-1 Pods Laundry Detergent Washing Capsules Origi...,sainsburys,12.0,1.379,washing capsules laundry,Ariel
Fairy Non Bio Platinum Pods Laundry Detergent Washing Capsul...,Fairy Non Bio Platinum Pods Laundry Detergent Washing Capsul...,sainsburys,12.5,1.141,washing capsules laundry,Fairy
Fairy Non Bio Pods Washing Capsules 70 Washes,Fairy Non Bio Pods Washing Capsules 70 Washes,sainsburys,13.5,0.86,washing capsules laundry,Fairy
Lenor Outdoorable Spring Awakening Fabric Conditioner 60 Was...,Lenor Outdoorable Spring Awakening Fabric Conditioner 60 Was...,sainsburys,4.0,0.476,fabric conditioner,Lenor
Fairy 29 Washes Fabric Softener,Fairy 29 Washes Fabric Softener,sainsburys,2.25,0.251,fabric conditioner,Fairy
Comfort Ultra Fresh & Protect Fresh Sky Fabric Conditioner 5...,Comfort Ultra Fresh & Protect Fresh Sky Fabric Conditioner 5...,sainsburys,5.0,0.575,fabric conditioner,Comfort
Comfort Pure Sensitive Fabric Conditioner 31 Washes 930ml,Comfort Pure Sensitive Fabric Conditioner 31 Washes 930ml,sainsburys,2.0,0.215,fabric conditioner,Comfort
Lenor Outdoorable Spring Awakening Fabric Conditioner 86 Was...,Lenor Outdoorable Spring Awakening Fabric Conditioner 86 Was...,sainsburys,5.5,0.457,fabric conditioner,Lenor
Regina Blitz Kitchen Towel Rolls x2,Regina Blitz Kitchen Towel Rolls x2,sainsburys,3.0,,kitchen roll,Regina
Plenty Original Kitchen Roll 2 Rolls,Plenty Original Kitchen Roll 2 Rolls,sainsburys,5.0,,kitchen roll,Plenty
Plenty Original Kitchen Roll 4 Rolls,Plenty Original Kitchen Roll 4 Rolls,sainsburys,5.0,,kitchen roll,Plenty
Stamford Street Co. Jumbo Kitchen Roll,Jumbo Kitchen Roll,sainsburys,1.195,,kitchen roll,Stamford
Sainsbury's Super Absorbent Kitchen Towels x2,Super Absorbent Kitchen Towels x2,sainsburys,2.0,,kitchen roll,Sainsbury's
Andrex Ultimate Quilts Toilet Rolls x9,Andrex Ultimate Quilts Toilet Rolls x9,sainsburys,5.5,,toilet roll,Andrex
Andrex Complete Clean Mega Toilet Rolls x12,Andrex Complete Clean Mega Toilet Rolls x12,sainsburys,8.5,,toilet roll,Andrex
"Sainsbury's Super Soft Toilet Tissue, Quilted x9 Rolls","Super Soft Toilet Tissue, Quilted x9 Rolls",sainsburys,4.0026,,toilet roll,Sainsbury's
Andrex Complete Clean Toilet Rolls x9,Andrex Complete Clean Toilet Rolls x9,sainsburys,5.9535,,toilet roll,Andrex
Stamford Street Co. Toilet Tissue Double Rolls 4 Equals 8 Ro...,Toilet Tissue Double Rolls 4 Equals 8 Ro...,sainsburys,1.519,,toilet roll,Stamford
Sainsbury's Non Pvc Cling Film 40m,Non Pvc Cling Film 40m,sainsburys,1.855,,cling film,Sainsbury's
Bacofoil PVC Free Cling Film with Easy-Cut System 32.5cm x 3...,Bacofoil PVC Free Cling Film with Easy-Cut System 32.5cm x 3...,sainsburys,3.3011,,cling film,Bacofoil
Sainsbury's Non PVC Cling Film 100m,Non PVC Cling Film 100m,sainsburys,3.193,,cling film,Sainsbury's
Hero Cling Film Easy Sliding Cutter Strip 60m,Hero Cling Film Easy Sliding Cutter Strip 60m,sainsburys,3.756,,cling film,Hero
Beast Incredibly Tough Drawstring Bin Bags x10 70L,Beast Incredibly Tough Drawstring Bin Bags x10 70L,sainsburys,3.7538,,bin bags,Beast
Beast Bin Bags Incredibly Tough Tall and Slim Drawstring Ped...,Beast Bin Bags Incredibly Tough Tall and Slim Drawstring Ped...,sainsburys,2.7528,,bin bags,Beast
Beast Bin Bags Incredibly Tough Drawstring Swing Bin Bags x1...,Beast Bin Bags Incredibly Tough Drawstring Swing Bin Bags x1...,sainsburys,3.5035,,bin bags,Beast
Beast 10m Strength Super Strong Kitchen Foil,Beast 10m Strength Super Strong Kitchen Foil,sainsburys,3.7538,,tin foil,Beast
Sainsbury's Kitchen Foil 300mm x10m,Kitchen Foil 300mm x10m,sainsburys,1.5015,,tin foil,Sainsbury's
Sainsbury's Extra Strong Foil 10mx300mm,Extra Strong Foil 10mx300mm,sainsburys,1.7518,,tin foil,Sainsbury's
Stamford Street Co. Wrapping Foil 20m,Wrapping Foil 20m,sainsburys,1.095,,tin foil,Stamford
Sainsbury's Extra Strong Kitchen Foil 300mmx20m,Extra Strong Kitchen Foil 300mmx20m,sainsburys,3.2516,,tin foil,Sainsbury's
"Sainsbury's Vittoria Cherry Vine Tomatoes, Taste the Differe...","Vittoria Cherry Vine Tomatoes, Taste the Differe...",sainsburys,1.95,0.78,vine tomatoes,Sainsbury's
"Sainsbury's Jubilee Large Vine Tomatoes, Taste the Differenc...","Jubilee Large Vine Tomatoes, Taste the Differenc...",sainsburys,1.8,0.4,vine tomatoes,Sainsbury's
"Sainsbury's Majestic Vine Ripened Tomatoes, Taste the Differ...","Majestic Vine Ripened Tomatoes, Taste the Differ...",sainsburys,2.05,0.683,vine tomatoes,Sainsbury's
"Sainsbury's Vittoria Cherry Vine Tomatoes, Taste the Differe...","Vittoria Cherry Vine Tomatoes, Taste the Differe...",sainsburys,3.3,0.825,vine tomatoes,Sainsbury's
Sainsbury's Large Vine Tomatoes 500g,Large Vine Tomatoes 500g,sainsburys,1.4,0.2799999999999999,vine tomatoes,Sainsbury's
Sainsbury's White Soft Cheese 300g,White Soft Cheese 300g,sainsburys,2.35,0.783,cream cheese,Sainsbury's
Sainsbury's Light Soft Cheese 250g,Light Soft Cheese 250g,sainsburys,1.95,0.78,cream cheese,Sainsbury's
Philadelphia Original Soft Cream Cheese 165g,Philadelphia Original Soft Cream Cheese 165g,sainsburys,2.25,1.364,cream cheese,Philadelphia
Stamford Street Co. Soft Cheese 200g,Soft Cheese 200g,sainsburys,0.95,0.475,cream cheese,Stamford
Philadelphia Light Low Fat Soft Cream Cheese 165g,Philadelphia Light Low Fat Soft Cream Cheese 165g,sainsburys,2.25,1.364,cream cheese,Philadelphia
Sainsbury's Skin on & Boneless Smoked MSC Haddock Fillets 24...,Skin on & Boneless Smoked MSC Haddock Fillets 24...,sainsburys,5.95,2.479,haddock fillets,Sainsbury's
Sainsbury's Skin On & Boneless Smoked Haddock Fillets 360g,Skin On & Boneless Smoked Haddock Fillets 360g,sainsburys,5.5,1.528,haddock fillets,Sainsbury's
Sainsbury's Lightly Dusted MSC Haddock Fillets x2 255g,Lightly Dusted MSC Haddock Fillets x2 255g,sainsburys,5.5,2.157,haddock fillets,Sainsbury's
Sainsbury's Haddock Fillet Portion 360g,Haddock Fillet Portion 360g,sainsburys,5.5,1.528,haddock fillets,Sainsbury's
Sainsbury's Breaded MSC Haddock Fillets x2 300g,Breaded MSC Haddock Fillets x2 300g,sainsburys,2.99,0.997,haddock fillets,Sainsbury's
"Sainsbury's Vittoria Cherry Vine Tomatoes, Taste the Differe...","Vittoria Cherry Vine Tomatoes, Taste the Differe...",sainsburys,1.95,0.78,cherry tomatoes,Sainsbury's
Sainsbury's Cherry Tomatoes 300g,Cherry Tomatoes 300g,sainsburys,1.0,0.333,cherry tomatoes,Sainsbury's
"Sainsbury's Vittoria Cherry Vine Tomatoes, Taste the Differe...","Vittoria Cherry Vine Tomatoes, Taste the Differe...",sainsburys,3.3,0.825,cherry tomatoes,Sainsbury's
Sainsbury's SO Organic Cherry on the Vine Tomatoes 200g,Cherry on the Vine Tomatoes 200g,sainsburys,1.75,0.875,cherry tomatoes,Sainsbury's
Sainsbury's Cherry Tomatoes 500g,Cherry Tomatoes 500g,sainsburys,1.5,0.3,cherry tomatoes,Sainsbury's
Sainsbury's Grated Parmesan Cheese 120g,Grated Parmesan Cheese 120g,sainsburys,3.36,2.8,parmesan,Sainsbury's
Fish Said Fred Whole Sea Bass x2 520g,Fish Said Fred Whole Sea Bass x2 520g,sainsburys,7.95,1.529,sea bass,Fish
Sainsbury's Sea Bass Fillets ASC 180g,Sea Bass Fillets ASC 180g,sainsburys,4.95,2.75,sea bass,Sainsbury's
Sainsburys Sea Bass Fillets ASC x4 360g,Sainsburys Sea Bass Fillets ASC x4 360g,sainsburys,10.95,3.0420000000000003,sea bass,Sainsbury's
"Sainsbury's Sea Bass Fillets ASC with Soy, Chilli and Ginger...","Sea Bass Fillets ASC with Soy, Chilli and Ginger...",sainsburys,6.5,3.1710000000000003,sea bass,Sainsbury's
"Sainsbury's 2 x Mediterranean Style Stuffed Sea Bass, Taste ...","2 x Mediterranean Style Stuffed Sea Bass, Taste ...",sainsburys,6.95,2.388,sea bass,Sainsbury's
Essential British Free Range Semi-Skimmed Milk 4 Pints,British Free Range Semi-Skimmed Milk 4 Pints,waitrose,1.75,0.077,semi skimmed milk,Waitrose
Essential British Free Range Semi-Skimmed Milk 2 Pints,British Free Range Semi-Skimmed Milk 2 Pints,waitrose,1.25,0.11,semi skimmed milk,Waitrose
Cravendale Filtered Fresher for Longer Semi-Skimmed Milk,Cravendale Filtered Fresher for Longer Semi-Skimmed Milk,waitrose,2.9,0.145,semi skimmed milk,Cravendale
Essential British Free Range Semi-Skimmed Milk 1 Pint,British Free Range Semi-Skimmed Milk 1 Pint,waitrose,1.67,0.1669999999999999,semi skimmed milk,Waitrose
Duchy Organic Semi-Skimmed Milk 4 pints,Semi-Skimmed Milk 4 pints,waitrose,2.45,0.108,semi skimmed milk,Duchy Organic
Tom Parker Vitamin Enriched Whole Milk,Tom Parker Vitamin Enriched Whole Milk,waitrose,1.7,0.3399999999999999,whole milk,Tom
Duchy Organic Unhomogenised Whole Milk 4 Pints,Unhomogenised Whole Milk 4 Pints,waitrose,2.45,0.108,whole milk,Duchy Organic
Essential British Free Range Whole Milk 4 Pints,British Free Range Whole Milk 4 Pints,waitrose,1.75,0.077,whole milk,Waitrose
Essential British Free Range Whole Milk 2 Pints,British Free Range Whole Milk 2 Pints,waitrose,1.25,0.11,whole milk,Waitrose
Yeo Valley Organic Fresh Whole Milk,Yeo Valley Organic Fresh Whole Milk,waitrose,2.25,0.1129999999999999,whole milk,Yeo
Essential British Free Range Skimmed Milk 4 Pints,British Free Range Skimmed Milk 4 Pints,waitrose,1.75,0.077,skimmed milk,Waitrose
Essential British Free Range Skimmed Milk 2 Pints,British Free Range Skimmed Milk 2 Pints,waitrose,1.25,0.11,skimmed milk,Waitrose
Cravendale Filtered Fresher for Longer Skimmed Milk,Cravendale Filtered Fresher for Longer Skimmed Milk,waitrose,2.9,0.145,skimmed milk,Cravendale
Essential British Free Range Skimmed Milk 1 Pint,British Free Range Skimmed Milk 1 Pint,waitrose,1.67,0.1669999999999999,skimmed milk,Waitrose
Essential Long Life Skimmed Milk,Long Life Skimmed Milk,waitrose,1.4,0.1399999999999999,skimmed milk,Waitrose
MOMA Extra Creamy Oat,MOMA Extra Creamy Oat,waitrose,1.8,0.24,oat milk,MOMA
Essential Oat Milk Unsweetened Dairy Free Milk Alternative,Oat Milk Unsweetened Dairy Free Milk Alternative,waitrose,1.55,0.155,oat milk,Waitrose
MOMA Barista Oat,MOMA Barista Oat,waitrose,1.8,0.24,oat milk,MOMA
Oato Fresh Barista Whole Oat Milk Alternative,Oato Fresh Barista Whole Oat Milk Alternative,waitrose,1.85,0.185,oat milk,Oato
Alpro Oat No Sugar Chilled Dairy Free Drink,Alpro Oat No Sugar Chilled Dairy Free Drink,waitrose,2.2,0.22,oat milk,Alpro
Alpro No Added Sugar Chilled Dairy Free Almond Milk Alternative,Alpro No Added Sugar Chilled Dairy Free Almond Milk Alternative,waitrose,2.3,0.2299999999999999,almond milk,Alpro
Essential Almond Unsweetened Milk Alternative,Almond Unsweetened Milk Alternative,waitrose,1.4,0.1399999999999999,almond milk,Waitrose
Alpro Almond Long Life No Sugar Dairy Free Milk Alternative,Alpro Almond Long Life No Sugar Dairy Free Milk Alternative,waitrose,1.6,0.16,almond milk,Alpro
Plenish Almond Chilled Unsweetened Organic Milk Alternative,Plenish Almond Chilled Unsweetened Organic Milk Alternative,waitrose,2.0,0.2,almond milk,Plenish
Alpro Original Chilled Dairy Free Almond Milk Drink,Alpro Original Chilled Dairy Free Almond Milk Drink,waitrose,2.3,0.2299999999999999,almond milk,Alpro
New York Bakery Sourdough Bagels,New York Bakery Sourdough Bagels,waitrose,2.15,,bagels,New
Fitzgeralds Sourdough Bagels,Fitzgeralds Sourdough Bagels,waitrose,2.2,,bagels,Fitzgeralds
New York Bakery Plain Bagels,New York Bakery Plain Bagels,waitrose,1.6,,bagels,New
New York Bakery Cinnamon & Raisin Bagels,New York Bakery Cinnamon & Raisin Bagels,waitrose,1.6,,bagels,New
Essential Soya Unsweetened Milk Alternative,Soya Unsweetened Milk Alternative,waitrose,1.4,0.1399999999999999,soy milk,Waitrose
Alpro Soya Chilled No Sugar Dairy Free Milk Alternative,Alpro Soya Chilled No Sugar Dairy Free Milk Alternative,waitrose,1.9,0.19,soy milk,Alpro
Alpro Soya Chilled Dairy Free Milk Alternative,Alpro Soya Chilled Dairy Free Milk Alternative,waitrose,1.9,0.19,soy milk,Alpro
Alpro Organic Soya Long Life No Sugar Dairy Free Milk Alternative,Alpro Organic Soya Long Life No Sugar Dairy Free Milk Alternative,waitrose,1.7,0.1699999999999999,soy milk,Alpro
Waitrose Croissants,Croissants,waitrose,2.5,,croissants,Waitrose
No.1 2 Butter Croissants,2 Butter Croissants,waitrose,2.5,,croissants,No.1
Waitrose Frozen 8 Butter Croissants,Frozen 8 Butter Croissants,waitrose,5.0,1.136,croissants,Waitrose
Waitrose 8 All Butter Croissants,8 All Butter Croissants,waitrose,4.75,,croissants,Waitrose
St Pierre 6 Croissants,St Pierre 6 Croissants,waitrose,1.65,,croissants,St
Arla Lactofree Lactose Free Semi-Skimmed Milk Alternative,Arla Lactofree Lactose Free Semi-Skimmed Milk Alternative,waitrose,2.0,0.2,lactose free milk,Arla
Arla Lactofree Lactose Free Skimmed Milk Alternative,Arla Lactofree Lactose Free Skimmed Milk Alternative,waitrose,2.0,0.2,lactose free milk,Arla
Arla LactoFREE Whole Milk Drink,Arla LactoFREE Whole Milk Drink,waitrose,2.0,0.2,lactose free milk,Arla
Oato Fresh Barista Whole Oat Milk Alternative,Oato Fresh Barista Whole Oat Milk Alternative,waitrose,1.85,0.185,lactose free milk,Oato
Alpro Soya Chilled Dairy Free Milk Alternative,Alpro Soya Chilled Dairy Free Milk Alternative,waitrose,1.9,0.19,lactose free milk,Alpro
Waitrose 4 Brioche Burger Buns,4 Brioche Burger Buns,waitrose,1.75,,burger buns,Waitrose
St Pierre 4 Burger Buns (Pre-Sliced),St Pierre 4 Burger Buns (Pre-Sliced),waitrose,2.5,,burger buns,St
All Things Butter Organic Salted Butter,All Things Butter Organic Salted Butter,waitrose,2.25,1.125,salted butter,All
Essential Salted Butter,Salted Butter,waitrose,2.25,0.9,salted butter,Waitrose
Golden Hooves Salted Butter,Golden Hooves Salted Butter,waitrose,2.35,1.175,salted butter,Golden
Yeo Valley Organic Salted Butter,Yeo Valley Organic Salted Butter,waitrose,2.25,1.125,salted butter,Yeo
Essential Salted Butter Large,Salted Butter Large,waitrose,4.4,0.8800000000000001,salted butter,Waitrose
Waitrose Sliced Brioche Loaf,Sliced Brioche Loaf,waitrose,2.95,0.738,brioche,Waitrose
